Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,65.30,+1.76,+2.77,65.30,1.00,1.00,1.85,1.39,B,53.60,0,0.00,0.00,999.99,0.00,0.32,0.49,58,18,0.94,63.89,65.84,63.81,2.03,66668948,98854700,-32.56,0.00,0,0.00,0.00,496.40,32414.92,1.60,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,674.15,+6.41,+0.96,674.15,1.00,1.00,1.39,1.16,B,607.05,0,0.00,0.00,999.99,0.00,2.81,0.42,58,13,0.89,669.16,675.97,668.80,7.17,38824944,59162622,-34.38,0.00,0,0.00,0.00,654.45,441197.49,1.39,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,82.001,+0.046,+0.06,74.67,0.91,0.86,1.02,0.96,H,76.37,5,0.76,0.93,107.90,0.05,0.95,1.16,55,10,1.06,82.094,82.233,81.915,0.32,1513978,1880660,-19.50,5091.89,-1,19.20,4.27,265.17,21744.21,0.88,VV COMPOSITE,VV COMPOSITE
