Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,584.98,+0.67,+0.11,584.98,1.00,1.00,1.02,1.01,H,563.43,0,0.00,0.00,999.99,0.00,2.81,0.48,58,13,0.89,573.97,586.05,571.92,14.13,50156536,67641045,-25.85,0.00,0,0.00,0.00,644.85,377224.33,1.29,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,43.33,+0.10,+0.23,43.33,1.00,1.00,0.91,0.97,S,44.17,0,0.00,0.00,999.99,0.00,0.32,0.74,58,18,0.94,40.88,43.55,40.44,3.11,110347184,105705380,+4.39,0.00,0,0.00,0.00,588.80,25512.70,1.32,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,76.609,+0.116,+0.15,72.12,0.92,0.85,0.88,0.91,H,74.00,5,0.84,1.10,91.20,0.06,0.98,1.28,55,10,1.06,75.734,76.832,75.413,1.42,1687214,2000885,-15.68,5121.43,-1,19.34,3.96,264.85,20289.89,0.80,VV COMPOSITE,VV COMPOSITE
