Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,57.40,-0.68,-1.17,57.40,1.00,1.00,1.68,1.31,B,50.43,0,0.00,0.00,999.99,0.00,0.32,0.56,58,18,0.94,58.48,58.97,56.82,2.15,90677816,101882884,-11.00,0.00,0,0.00,0.00,525.80,30180.92,1.46,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,644.33,-2.46,-0.38,644.33,1.00,1.00,1.27,1.11,B,591.88,0,0.00,0.00,999.99,0.00,2.81,0.44,58,13,0.89,648.41,650.20,642.21,7.99,37908996,63542142,-40.34,0.00,0,0.00,0.00,656.50,423002.66,1.31,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,81.587,-0.728,-0.88,73.76,0.91,0.86,1.00,0.96,H,76.13,5,0.73,0.89,111.76,0.05,0.97,1.19,55,10,1.06,82.518,82.70,81.536,1.16,1856195,1915411,-3.09,5116.35,-1,19.26,4.24,265.64,21672.77,0.85,VV COMPOSITE,VV COMPOSITE
