Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,62.56,+3.34,+5.64,62.56,1.00,1.00,1.82,1.37,B,52.05,0,0.00,0.00,999.99,0.00,0.32,0.51,58,18,0.94,61.08,62.735,60.56,2.18,79010736,102341284,-22.80,0.00,0,0.00,0.00,517.25,32359.16,1.54,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,663.88,+12.46,+1.91,663.88,1.00,1.00,1.35,1.15,B,599.76,0,0.00,0.00,999.99,0.00,2.81,0.42,58,13,0.89,658.51,664.51,656.53,7.98,44479372,62441411,-28.77,0.00,0,0.00,0.00,657.35,436401.51,1.35,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,81.79,+0.234,+0.29,74.05,0.91,0.86,1.00,0.96,H,76.22,5,0.79,0.96,103.53,0.05,0.96,1.17,55,10,1.06,81.829,81.91,81.413,0.50,1766490,1904340,-7.24,5087.07,-1,19.21,4.26,264.77,21655.54,0.87,VV COMPOSITE,VV COMPOSITE
