Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,71.57,+4.18,+6.20,71.57,1.00,1.00,1.92,1.43,B,56.37,0,0.00,0.00,999.99,0.00,0.32,0.45,58,18,0.93,69.255,71.659,68.88,2.78,67619512,96804352,-30.15,0.00,0,0.00,0.00,481.65,34471.69,1.62,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,695.77,+14.16,+2.08,695.77,1.00,1.00,1.46,1.20,B,619.25,0,0.00,0.00,999.99,0.00,2.81,0.40,58,13,0.89,687.78,695.93,686.48,9.45,37952524,57504017,-34.00,0.00,0,0.00,0.00,653.75,454859.65,1.40,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.639,+1.122,+1.36,75.38,0.91,0.86,1.05,0.98,H,76.98,5,0.75,0.90,111.52,0.05,0.95,1.14,55,10,1.06,82.986,83.653,82.986,0.67,1896604,1867172,+1.58,5104.30,-1,19.30,4.33,264.54,22125.86,0.88,VV COMPOSITE,VV COMPOSITE
