Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,60.74,-1.90,-3.03,60.74,1.00,1.00,1.73,1.33,B,52.28,0,0.00,0.00,999.99,0.00,0.32,0.53,58,18,0.94,60.715,61.33,59.68,1.65,79422984,99924273,-20.52,0.00,0,0.00,0.00,500.45,30397.33,1.57,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,657.55,-6.68,-1.01,657.55,1.00,1.00,1.31,1.13,B,600.41,0,0.00,0.00,999.99,0.00,2.81,0.43,58,13,0.89,657.41,659.64,653.81,5.83,33787264,60997995,-44.61,0.00,0,0.00,0.00,655.45,430991.15,1.37,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,80.994,-0.721,-0.88,74.12,0.91,0.86,0.99,0.95,H,75.99,5,0.70,0.86,115.71,0.05,0.96,1.19,55,10,1.06,81.342,81.518,80.806,0.71,1555330,1887047,-17.58,5083.08,-2,19.13,4.23,265.68,21518.49,0.87,VV COMPOSITE,VV COMPOSITE
