Date,Open,High,Low,Close,Volume,RT
8/24/26,709.66,709.79,702.7,706.32,36442732,1.08
8/25/26,711.22,714.04,707.45,710.72,23082430,1.11
8/26/26,708.41,713.02,707.97,711.37,18632278,1.11
8/27/26,716.93,721.35,714.525,721.11,28443052,1.16
8/28/26,719.74,724.125,715.085,716.43,33574584,1.14
8/31/26,715.17,717.58,713.16,716.76,31883752,1.14
9/1/26,707.39,712.3,704.66,707.64,33293724,1.1
9/2/26,707.1,709.799,705.1,709.24,22660784,1.11
9/3/26,710.85,718.915,709.69,717.67,28873520,1.15
9/4/26,719.36,721.86,716.56,718.9,30941556,1.15
