Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,60.21,+2.81,+4.90,60.21,1.00,1.00,1.77,1.35,B,51.30,0,0.00,0.00,999.99,0.00,0.32,0.53,58,18,0.94,58.93,60.30,58.49,1.81,72216424,102299271,-29.41,0.00,0,0.00,0.00,520.75,31354.36,1.49,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,655.11,+10.78,+1.67,655.11,1.00,1.00,1.32,1.13,B,596.16,0,0.00,0.00,999.99,0.00,2.81,0.43,58,13,0.89,650.15,655.33,648.52,6.81,35846856,63183498,-43.27,0.00,0,0.00,0.00,655.55,429457.34,1.33,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,81.898,+0.311,+0.38,74.04,0.91,0.86,1.02,0.97,H,76.24,5,0.79,0.97,103.67,0.05,0.97,1.18,55,10,1.06,82.042,82.20,81.682,0.52,1626259,1916057,-15.12,5110.37,-1,19.24,4.26,265.65,21756.20,0.86,VV COMPOSITE,VV COMPOSITE
