Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,74.96,-2.00,-2.60,74.96,1.00,1.00,1.87,1.40,B,59.62,0,0.00,0.00,999.99,0.00,0.32,0.43,58,18,0.93,75.30,75.929,71.55,4.38,88732320,95414899,-7.00,0.00,0,0.00,0.00,461.55,34597.79,1.62,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,707.24,-6.05,-0.85,707.24,1.00,1.00,1.46,1.20,B,631.08,0,0.00,0.00,999.99,0.00,2.81,0.40,58,13,0.89,708.22,710.18,696.64,13.54,43812656,54794088,-20.04,0.00,0,0.00,0.00,653.10,461898.42,1.39,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,82.724,-0.631,-0.76,75.63,0.91,0.86,1.01,0.96,H,76.99,5,0.72,0.87,114.89,0.05,0.95,1.15,55,10,1.06,83.032,83.032,81.979,1.05,1945411,1863527,+4.39,5094.92,-2,19.54,4.23,260.73,21568.63,0.87,VV COMPOSITE,VV COMPOSITE
