Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,64.91,-0.39,-0.60,64.91,1.00,1.00,1.81,1.37,B,53.77,0,0.00,0.00,999.99,0.00,0.32,0.49,58,18,0.94,65.44,66.05,63.78,2.27,60031824,97804183,-38.62,0.00,0,0.00,0.00,491.10,31877.30,1.60,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,672.88,-1.27,-0.19,672.88,1.00,1.00,1.37,1.16,B,607.36,0,0.00,0.00,999.99,0.00,2.81,0.42,58,13,0.89,674.66,676.73,668.90,7.83,33803236,58450765,-42.17,0.00,0,0.00,0.00,654.45,440366.33,1.40,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,81.534,-0.467,-0.57,74.59,0.91,0.86,1.00,0.96,H,76.24,5,0.67,0.82,121.69,0.05,0.95,1.17,55,10,1.06,82.052,82.259,81.391,0.87,1631802,1873191,-12.89,5100.45,-1,19.21,4.24,265.45,21643.20,0.88,VV COMPOSITE,VV COMPOSITE
