Date,Open,High,Low,Close,Volume,RT
6/1/26,737.04,745.65,735.99,742.74,32435218,1.56
6/2/26,742.46,746.44,739.23,746.16,28237100,1.57
6/3/26,747.31,748.65,741.01,744.21,37748172,1.56
6/4/26,735.48,743.499,732.62,740.61,38919640,1.54
6/5/26,730.06,731.69,704.32,705.06,93349048,1.34
6/8/26,717.81,723.03,713.07,716.07,46395664,1.44
6/9/26,722.98,725.66,686.37,707.83,90083136,1.4
6/10/26,701.66,711.28,692.93,693.69,63264476,1.32
6/11/26,699.29,718.372,695.0,717.12,67720112,1.45
6/12/26,717.61,724.01,711.28,721.56,48517152,1.47
