Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,50.66,+1.49,+3.03,50.66,1.00,1.00,1.33,1.14,B,47.32,0,0.00,0.00,999.99,0.00,0.32,0.63,58,18,0.94,48.78,50.74,48.46,2.28,64771484,107013820,-39.47,0.00,0,0.00,0.00,569.45,28848.34,1.30,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,617.39,+6.32,+1.03,617.39,1.00,1.00,1.16,1.07,H,577.74,0,0.00,0.00,999.99,0.00,2.81,0.46,58,13,0.89,609.48,626.74,608.11,18.63,32287760,67091722,-51.88,0.00,0,0.00,0.00,647.25,399605.69,1.27,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,80.034,+0.941,+1.19,71.49,0.91,0.85,0.94,0.93,H,75.43,5,0.81,1.01,98.81,0.06,0.97,1.21,55,10,1.05,78.849,80.034,78.825,1.21,1600070,1974798,-18.98,5115.78,-1,19.29,4.15,265.19,21224.22,0.81,VV COMPOSITE,VV COMPOSITE
