Date,Open,High,Low,Close,Volume,RT
6/17/26,735.19,735.68,720.85,722.51,49397796,1.45
6/18/26,737.2,741.82,732.51,740.62,49291408,1.55
6/22/26,742.02,745.45,734.39,737.95,41264192,1.52
6/23/26,715.74,723.61,712.11,713.65,52003692,1.31
6/24/26,715.37,719.93,704.45,710.62,47740680,1.29
6/25/26,725.9,726.83,705.3,716.38,48613708,1.32
6/26/26,707.13,715.555,702.81,706.52,44705528,1.27
6/29/26,713.99,724.58,705.172,724.08,41838940,1.38
6/30/26,724.18,737.62,723.91,736.4,40059904,1.38
7/1/26,729.16,731.91,724.6,725.17,37030254,1.32
