Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,55.65,+2.24,+4.19,55.65,1.00,1.00,1.71,1.32,B,48.98,0,0.00,0.00,999.99,0.00,0.32,0.58,58,18,0.94,53.57,55.738,53.33,2.41,81559944,106059082,-23.10,0.00,0,0.00,0.00,560.30,31180.70,1.37,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,637.40,+8.80,+1.40,637.40,1.00,1.00,1.27,1.11,B,584.68,0,0.00,0.00,999.99,0.00,2.81,0.44,58,13,0.89,629.08,637.83,628.20,9.63,48464644,66450154,-27.07,0.00,0,0.00,0.00,648.05,413067.08,1.29,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,80.657,-0.011,-0.01,72.89,0.91,0.86,0.99,0.95,H,75.53,5,0.79,0.98,102.10,0.05,0.97,1.20,55,10,1.06,80.679,80.698,80.303,0.40,1878703,1954022,-3.85,5119.30,-1,19.31,4.18,265.12,21383.78,0.82,VV COMPOSITE,VV COMPOSITE
