Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,76.96,+0.68,+0.89,76.96,1.00,1.00,1.91,1.42,B,59.07,0,0.00,0.00,999.99,0.00,0.32,0.42,58,18,0.93,76.00,77.36,75.55,1.81,59541952,96391831,-38.23,0.00,0,0.00,0.00,476.75,36690.68,1.63,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,713.29,+2.06,+0.29,713.29,1.00,1.00,1.49,1.21,B,629.45,0,0.00,0.00,999.99,0.00,2.81,0.39,58,13,0.89,710.36,714.59,708.91,5.68,35673640,55579633,-35.82,0.00,0,0.00,0.00,656.15,468025.24,1.40,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.355,+0.087,+0.10,75.74,0.91,0.86,1.02,0.97,H,77.02,5,0.68,0.82,122.58,0.05,0.95,1.14,55,10,1.06,83.383,83.56,83.319,0.24,2120434,1863895,+13.76,5088.09,-2,19.52,4.27,260.63,21724.81,0.87,VV COMPOSITE,VV COMPOSITE
