Date,Open,High,Low,Close,Volume,RT
7/6/26,719.93,726.08,718.45,722.82,29416924,1.3
7/7/26,714.17,716.35,704.9,709.43,41215728,1.16
7/8/26,704.95,712.26,700.91,711.44,34134824,1.17
7/9/26,718.33,724.23,715.125,723.28,33195424,1.23
7/10/26,720.7,726.39,717.0,725.51,25289644,1.24
7/13/26,717.72,718.74,710.08,711.74,35333496,1.17
7/14/26,720.22,722.29,714.34,719.69,28697876,1.17
7/15/26,723.85,724.36,710.23,717.74,31906444,1.16
7/16/26,712.01,713.599,702.61,705.94,37450848,1.1
7/17/26,691.63,702.3,686.76,695.27,49132352,1.05
