Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,63.54,+1.68,+2.72,63.54,1.00,1.00,1.81,1.37,B,53.04,0,0.00,0.00,999.99,0.00,0.32,0.50,58,18,0.94,62.89,63.80,60.70,3.10,78183536,98944777,-20.98,0.00,0,0.00,0.00,497.50,31611.15,1.59,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,667.74,+6.17,+0.93,667.74,1.00,1.00,1.36,1.15,B,604.41,0,0.00,0.00,999.99,0.00,2.81,0.42,58,13,0.89,665.35,668.90,657.56,11.34,39172008,59581407,-34.25,0.00,0,0.00,0.00,651.55,435065.98,1.38,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,81.955,+1.417,+1.76,74.56,0.91,0.86,1.01,0.96,H,76.35,5,0.77,0.94,106.44,0.05,0.96,1.17,55,10,1.06,80.812,81.965,80.812,1.15,1672284,1880426,-11.07,5079.93,-2,19.16,4.28,265.16,21731.19,0.87,VV COMPOSITE,VV COMPOSITE
