Date,Open,High,Low,Close,Volume,RT
9/4/26,719.345,721.86,716.56,718.96,32366850,1.15
9/8/26,720.909,721.886,715.57,718.36,27267604,1.14
9/9/26,716.4,719.7,714.02,716.31,26405228,1.14
9/10/26,707.55,712.06,706.855,708.69,30470020,1.1
9/11/26,715.68,717.63,713.63,714.88,25897036,1.13
9/14/26,703.325,712.95,702.74,709.18,34288384,1.1
9/15/26,708.8,709.53,703.635,704.54,25950028,1.09
9/16/26,708.0,711.88,700.0,704.72,34733704,1.09
9/17/26,715.95,718.04,713.32,716.92,36358508,1.14
9/18/26,718.84,721.725,715.08,721.34,40402944,1.17
