Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,588.50,+3.52,+0.60,588.50,1.00,1.00,1.02,1.01,H,566.47,0,0.00,0.00,999.99,0.00,2.81,0.48,58,13,0.89,586.23,590.61,584.69,5.92,34747924,67813797,-48.76,0.00,0,0.00,0.00,642.70,378228.96,1.29,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,44.10,+0.77,+1.78,44.10,1.00,1.00,0.91,0.97,S,44.79,0,0.00,0.00,999.99,0.00,0.32,0.73,58,18,0.94,43.60,44.585,43.27,1.32,68171048,106134982,-35.77,0.00,0,0.00,0.00,586.15,25849.22,1.30,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,76.976,+0.367,+0.48,72.01,0.92,0.85,0.87,0.91,H,74.33,5,0.79,1.03,97.44,0.06,0.97,1.26,55,10,1.06,76.668,77.001,76.538,0.46,1474643,1996749,-26.15,5121.19,-1,19.33,3.98,264.93,20393.25,0.79,VV COMPOSITE,VV COMPOSITE
