Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,58.59,+2.16,+3.83,58.59,1.00,1.00,1.81,1.37,B,49.85,0,0.00,0.00,999.99,0.00,0.32,0.55,58,18,0.94,57.78,58.94,57.37,1.57,101708920,103952369,-2.16,0.00,0,0.00,0.00,552.15,32350.47,1.43,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,648.85,+8.38,+1.31,648.85,1.00,1.00,1.31,1.13,B,589.37,0,0.00,0.00,999.99,0.00,2.81,0.43,58,13,0.89,645.59,650.00,644.07,5.93,53221760,65025321,-18.15,0.00,0,0.00,0.00,649.85,421655.14,1.30,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,82.108,+1.328,+1.64,73.34,0.91,0.86,1.03,0.97,H,76.04,5,0.80,0.97,102.64,0.05,0.97,1.18,55,10,1.06,81.344,82.435,81.344,1.09,2031798,1929441,+5.31,5115.51,-1,19.30,4.26,265.12,21768.47,0.84,VV COMPOSITE,VV COMPOSITE
