Date,Open,High,Low,Close,Volume,RT
7/1/26,729.19,731.92,724.6,725.17,38884824,1.32
7/2/26,725.58,730.83,707.56,712.6,49818492,1.25
7/6/26,719.93,726.08,718.45,722.82,29416924,1.3
7/7/26,714.17,716.35,704.9,709.43,41215728,1.16
7/8/26,704.95,712.26,700.91,711.44,34134824,1.17
7/9/26,718.33,724.23,715.125,723.28,33195424,1.23
7/10/26,720.7,726.39,717.0,725.51,25289644,1.24
7/13/26,717.72,718.74,710.08,711.74,35333496,1.17
7/14/26,720.22,722.29,714.34,719.69,28697876,1.17
7/15/26,723.94,724.35,710.23,717.5299,30040739,1.16
